issn_l,journal_title,sci_quartile,source,note
,20 Et 21-Revue D Histoire,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Istanbul Journal of Pharmacy,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Istanbul Medical Journal,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Istanbul Universitesi Sosyoloji Dergisi-Istanbul University Journal of Sociology,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Istorija 20 Veka,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Istorija,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Istoriya-Elektronnyi Nauchno-Obrazovatelnyi Zhurnal,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Istoriya-History,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,IT Professional,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,IT-Information Technology,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Italian Culture,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Italian Economic Journal,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Italian Geotechnical Journal-Rivista Italiana di Geotecnica,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Italian Journal of Agrometeorology-Rivista Italiana di Agrometeorologia,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Italian Journal of Agronomy,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Italian Journal of Animal Science,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Italian Journal of Dermatology and Venereology,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Italian Journal of Engineering Geology and Environment,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Italian Journal of Food Safety,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,ITALIAN JOURNAL OF FOOD SCIENCE,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Italian Journal of Geosciences,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Italian Journal of Linguistics,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Italian Journal of Medicine,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Italian Journal of Pediatrics,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Italian Journal of Planning Practice,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Italian Journal of Pure and Applied Mathematics,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Italian Journal of Vascular and Endovascular Surgery,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Italian Political Science Review-Rivista Italiana di Scienza Politica,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Italian Studies,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Italianist,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Italianistica-Rivista di letteratura Italiana,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Italiano LinguaDue,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Italica Belgradensia,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,ITE JOURNAL-INSTITUTE OF TRANSPORTATION ENGINEERS,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,ITE Transactions on Media Technology and Applications,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,ITEA-Informacion Tecnica Economica Agraria,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Itineraria,Q2,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Itinerario-International Journal on the History of European Expansion and Global Interaction,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,ItinerArios-Revista de Literatura,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,ITL-International Journal of Applied Linguistics,Q2,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,IUBMB LIFE,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,IUCrJ,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Ius Canonicum,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Ius Humani-Revista de Derecho,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,IZA Journal of Labor Policy,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Izquierdas,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,IZVESTIYA ATMOSPHERIC AND OCEANIC PHYSICS,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Izvestiya Instituta Matematiki i Informatiki-Udmurtskogo Gosudarstvennogo Universiteta,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,IZVESTIYA MATHEMATICS,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Izvestiya of Saratov University Mathematics Mechanics Informatics,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Izvestiya Uralskogo Federalnogo Universiteta-Seriya 2-Gumanitarnye Nauki,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Izvestiya Vuzov-Prikladnaya Khimiya i Biotekhnologiya,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Izvestiya Vysshikh Uchebnykh Zavedenii Khimiya i Khimicheskaya Tekhnologiya,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Izvestiya Vysshikh Uchebnykh Zavedeniy-Prikladnaya Nelineynaya Dinamika,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,IZVESTIYA-PHYSICS OF THE SOLID EARTH,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,J19-The Journal of Nineteenth-Century Americanists,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JA Clinical Reports,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JAAPA-Journal of the American Academy of Physician Assistants,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JAC-Antimicrobial Resistance,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JACC-Basic to Translational Science,Q1,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JACC-Cardiovascular Imaging,Q1,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JACC-Cardiovascular Interventions,Q1,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JACC-Clinical Electrophysiology,Q1,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JACC-Heart Failure,Q1,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JACC: CardioOncology,Q1,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JACS Au,Q1,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Jaen Journal on Approximation,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JAHRBUCH DER BERLINER MUSEEN,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Jahrbuch der Oesterreichischen Byzantinistik,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JAHRBUCH FUR INTERNATIONALE GERMANISTIK,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Jahrbuch Fur Wirtschaftsgeschichte,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JAHRBUCHER FUR GESCHICHTE OSTEUROPAS,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JAHRBUCHER FUR NATIONALOKONOMIE UND STATISTIK,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JAIDS-JOURNAL OF ACQUIRED IMMUNE DEFICIENCY SYNDROMES,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JAMA Cardiology,Q1,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JAMA Dermatology,Q1,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JAMA Health Forum,Q1,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JAMA Internal Medicine,Q1,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JAMA Network Open,Q1,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JAMA Neurology,Q1,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JAMA Oncology,Q1,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JAMA Ophthalmology,Q1,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JAMA Otolaryngology-Head & Neck Surgery,Q1,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JAMA Pediatrics,Q1,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JAMA Psychiatry,Q1,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JAMA Surgery,Q1,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JAMA-JOURNAL OF THE AMERICAN MEDICAL ASSOCIATION,Q1,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Jamba-Journal of Disaster Risk Studies,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JAMES JOYCE QUARTERLY,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JAMIA Open,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JANAC-JOURNAL OF THE ASSOCIATION OF NURSES IN AIDS CARE,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Janus-Estudios Sobre El Siglo de Oro,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JAPAN AND THE WORLD ECONOMY,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Japan Architectural Review,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Japan Forum,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JAPAN JOURNAL OF INDUSTRIAL AND APPLIED MATHEMATICS,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Japan Journal of Nursing Science,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Japan Review,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Japanese Dental Science Review,Q2,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JAPANESE ECONOMIC REVIEW,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JAPANESE JOURNAL OF APPLIED ENTOMOLOGY AND ZOOLOGY,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JAPANESE JOURNAL OF APPLIED PHYSICS,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JAPANESE JOURNAL OF CLINICAL ONCOLOGY,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JAPANESE JOURNAL OF INFECTIOUS DISEASES,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Japanese Journal of Mathematics,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JAPANESE JOURNAL OF OPHTHALMOLOGY,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Japanese Journal of Political Science,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Japanese Journal of Radiology,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JAPANESE JOURNAL OF RELIGIOUS STUDIES,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Japanese Journal of Sociology,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Japanese Journal of Statistics and Data Science,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JAPANESE JOURNAL OF VETERINARY RESEARCH,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JAPANESE PSYCHOLOGICAL RESEARCH,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Japanese Studies in Russia,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Japanese Studies,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JARO-JOURNAL OF THE ASSOCIATION FOR RESEARCH IN OTOLARYNGOLOGY,Q2,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JARQ-JAPAN AGRICULTURAL RESEARCH QUARTERLY,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JASA Express Letters,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JASSS-THE JOURNAL OF ARTIFICIAL SOCIETIES AND SOCIAL SIMULATION,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JATI-Journal of Southeast Asian Studies,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JAVMA-JOURNAL OF THE AMERICAN VETERINARY MEDICAL ASSOCIATION,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JAVNOST-THE PUBLIC,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Jazz Research Journal,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JBI Evidence Implementation,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JBI Evidence Synthesis,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JBJS Essential Surgical Techniques,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JBJS Open Access,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JBJS Reviews,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JBMR Plus,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JCI Insight,Q1,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JCMS-Journal of Cinema and Media Studies,Q2,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JCMS-Journal of Common Market Studies,Q1,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JCO Clinical Cancer Informatics,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JCO Global Oncology,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JCO Oncology Practice,Q2,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JCO Precision Oncology,Q2,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JCOM-Journal of Science Communication,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JCPSP-Journal of the College of Physicians and Surgeons Pakistan,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JCR-JOURNAL OF CLINICAL RHEUMATOLOGY,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JDR Clinical & Translational Research,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Jebat-Malaysian Journal of History Politics and Strategic Studies,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JETP LETTERS,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Jeu-Revue de Theatre,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Jeunesse-Young People Texts Cultures,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Jewish Film & New Media-An International Journal,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Jewish Historical Studies-Transactions of the Jewish Historical Society of England,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Jewish History,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JEWISH QUARTERLY REVIEW,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JEWISH SOCIAL STUDIES,Q2,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Jewish Studies Quarterly,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Jezikoslovlje,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JFR-Journal of Family Research,Q2,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JGH Open,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JHEP Reports,Q1,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JIMS8M-The Journal of Indian Management & Strategy,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JIRSS-Journal of the Iranian Statistical Society,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JLIS.it,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JMA Journal,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JMIR Aging,Q2,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JMIR Cancer,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JMIR Formative Research,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JMIR Human Factors,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JMIR Infodemiology,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JMIR Medical Education,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JMIR Medical Informatics,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JMIR Mental Health,Q2,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JMIR mHealth and uHealth,Q2,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JMIR Pediatrics and Parenting,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JMIR Public Health and Surveillance,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JMIR Research Protocols,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JMIR Serious Games,Q2,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JMM-International Journal on Media Management,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JNCI Cancer Spectrum,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JNCI-Journal of the National Cancer Institute,Q1,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JNP- The Journal for Nurse Practitioners,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JNT-JOURNAL OF NARRATIVE THEORY,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JOGNN-JOURNAL OF OBSTETRIC GYNECOLOGIC AND NEONATAL NURSING,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JOHNS HOPKINS APL TECHNICAL DIGEST,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Johnson Matthey Technology Review,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JOINT BONE SPINE,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Joint Commission Journal on Quality and Patient Safety,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Joint Diseases and Related Surgery,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Jokull,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JOM,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JOMR-Journal of Oral & Maxillofacial Research,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,JOR Spine,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Jordan Journal of Chemistry,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Jordan Journal of Civil Engineering,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Jordan Journal of Electrical Engineering,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Jordan Journal of Mathematics and Statistics,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Jordan Journal of Mechanical and Industrial Engineering,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Jordan Journal of Modern Languages & Literature,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Jordan Journal of Physics,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Jordanian Journal of Computers and Information Technology,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Jornal Brasileiro de Nefrologia,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Jornal Brasileiro de Pneumologia,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Jornal Brasileiro de Reproducao Assistida,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Jornal de Pediatria,Q3,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Jornal Vascular Brasileiro,Q4,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
,Joule,Q1,2025中科院分区表完整版（附2023vs2025对比版）.xlsx,2025 CAS journal partition; matched by journal title
